Source;Target;Type;Id;Weight
41;407;Directed;93436;0.491822648
398;378;Directed;94813;0.483672418
263;405;Directed;94986;0.482353832
124;396;Directed;93850;0.492412203
400;429;Directed;95127;0.484701196
193;355;Directed;94543;0.478602451
482;325;Directed;96400;0.484698598
398;308;Directed;93638;0.50447497
103;168;Directed;94766;0.478117747
389;193;Directed;94417;0.477438214
19;593;Directed;97344;0.506325664
212;303;Directed;93574;0.505709319
389;542;Directed;96452;0.477177946
41;598;Directed;95032;0.486405918
625;325;Directed;97236;0.507041075
551;62;Directed;94989;0.49842554
639;321;Directed;94420;0.491416511
646;323;Directed;94261;0.504618554
654;652;Directed;93217;0.497025942
638;482;Directed;96065;0.500481174
481;6;Directed;96781;0.48750888
252;598;Directed;96926;0.484986212
481;396;Directed;93479;0.48976037
277;263;Directed;94481;0.501961441
686;263;Directed;93147;0.495150511
97;726;Directed;93180;0.495268157
753;48;Directed;94442;0.501096306
625;437;Directed;95203;0.500805457
679;72;Directed;95142;0.479352267
250;502;Directed;93799;0.478377236
542;128;Directed;93165;0.494459122
681;617;Directed;95779;0.479968088
805;41;Directed;93975;0.482271794
278;27;Directed;98725;0.501870892
12;617;Directed;96551;0.490507579
372;765;Directed;95487;0.492799011
462;617;Directed;95524;0.488719844
12;101;Directed;93765;0.494860579
770;617;Directed;94174;0.478848896
617;161;Directed;96020;0.485676391
830;765;Directed;93476;0.496944763
103;72;Directed;93468;0.47890266
63;174;Directed;93324;0.47456369
103;109;Directed;95007;0.475642534
19;215;Directed;95959;0.453494086
44;129;Directed;93864;0.46884198
307;6;Directed;93253;0.477237204
9;316;Directed;94563;0.470142366
324;329;Directed;95731;0.456018888
41;308;Directed;95805;0.456373343
9;308;Directed;94154;0.480050869
281;302;Directed;95066;0.480689001
12;402;Directed;94358;0.481210211
9;212;Directed;93905;0.456605673
398;368;Directed;95302;0.477939124
372;389;Directed;94256;0.46610975
48;6;Directed;94421;0.478952905
372;429;Directed;95838;0.451610962
400;392;Directed;93911;0.466622877
469;463;Directed;94362;0.475223896
484;372;Directed;95173;0.458162987
194;62;Directed;93578;0.461782031
62;454;Directed;94342;0.464368428
447;325;Directed;95848;0.467155989
389;252;Directed;95231;0.475683263
538;540;Directed;93723;0.472973329
540;538;Directed;95053;0.456026619
551;456;Directed;93176;0.47088892
586;481;Directed;98818;0.464490976
204;456;Directed;94874;0.462519543
252;463;Directed;93648;0.464870081
423;598;Directed;96402;0.459026666
393;263;Directed;94136;0.456518207
639;479;Directed;96016;0.462192414
498;495;Directed;93170;0.475071942
495;498;Directed;93486;0.453264798
681;52;Directed;94612;0.457545007
181;495;Directed;94799;0.457058225
396;481;Directed;97746;0.453098562
598;400;Directed;93767;0.471630678
617;514;Directed;93415;0.466903745
263;277;Directed;94827;0.454178096
617;73;Directed;93887;0.473847313
638;242;Directed;93787;0.454803426
73;753;Directed;93798;0.474664561
753;73;Directed;98609;0.473969842
642;652;Directed;93924;0.466740259
733;626;Directed;94305;0.458802839
758;646;Directed;94287;0.460989853
437;625;Directed;96245;0.481380194
713;103;Directed;93271;0.462453869
474;400;Directed;94026;0.462201979
128;372;Directed;93185;0.46489744
586;244;Directed;93861;0.480733565
131;753;Directed;93342;0.478272833
605;32;Directed;93429;0.480527726
599;250;Directed;98740;0.454397658
697;475;Directed;93427;0.478114652
683;400;Directed;94627;0.454057515
297;573;Directed;93242;0.461835376
617;681;Directed;99092;0.45791971
765;372;Directed;93595;0.460133831
765;830;Directed;96492;0.475044935
19;109;Directed;96394;0.455291753
73;74;Directed;96624;0.439333562
36;109;Directed;93426;0.437222347
19;52;Directed;93667;0.434798887
9;32;Directed;96151;0.441980144
174;63;Directed;93947;0.433452834
103;215;Directed;93729;0.425006314
221;161;Directed;95907;0.425726306
191;175;Directed;93789;0.442748344
69;271;Directed;93768;0.449914499
302;193;Directed;95702;0.423043503
60;308;Directed;104011;0.436762022
193;302;Directed;94629;0.430349914
144;193;Directed;93583;0.436563184
128;324;Directed;95533;0.447437328
329;324;Directed;99963;0.435273794
3;51;Directed;95450;0.426247798
297;349;Directed;95110;0.43956049
212;376;Directed;96057;0.431816423
317;281;Directed;97252;0.422562942
372;72;Directed;93322;0.438120824
372;212;Directed;93655;0.446260545
372;392;Directed;94020;0.430348847
6;481;Directed;94014;0.426691979
494;389;Directed;94415;0.445677146
9;389;Directed;95456;0.428764206
368;236;Directed;95968;0.423835629
400;428;Directed;93555;0.431744968
67;288;Directed;94684;0.438853585
474;74;Directed;93859;0.423110523
379;74;Directed;94439;0.430095743
103;365;Directed;96199;0.43810486
447;119;Directed;95436;0.443000087
355;193;Directed;97415;0.438621124
9;97;Directed;93645;0.42382645
214;583;Directed;95157;0.447072864
212;263;Directed;94178;0.439917917
282;462;Directed;94944;0.432175246
289;97;Directed;93815;0.44205971
561;103;Directed;93756;0.433406089
536;199;Directed;93192;0.444539024
325;625;Directed;94023;0.431979967
475;283;Directed;94249;0.446934618
212;388;Directed;93997;0.425836616
646;638;Directed;94709;0.429606186
605;289;Directed;99342;0.430325158
74;73;Directed;94518;0.434958281
103;673;Directed;94270;0.440439264
99;626;Directed;97376;0.451671368
194;683;Directed;93351;0.425572694
626;590;Directed;98414;0.447327278
649;626;Directed;96001;0.449654899
697;73;Directed;94064;0.444462965
400;224;Directed;95655;0.430384894
103;712;Directed;99003;0.437365383
334;128;Directed;95513;0.433153706
63;95;Directed;93400;0.446520947
53;325;Directed;93197;0.441470453
605;124;Directed;94411;0.442105582
679;404;Directed;95806;0.432244182
536;372;Directed;94306;0.448267322
357;758;Directed;96076;0.437402577
780;41;Directed;93928;0.43410931
41;780;Directed;94694;0.445687022
733;783;Directed;93704;0.449578389
753;323;Directed;96410;0.432016345
9;711;Directed;93770;0.426109559
646;753;Directed;93444;0.442310736
502;250;Directed;96174;0.425030924
646;758;Directed;94662;0.446559074
753;646;Directed;96165;0.427353454
761;482;Directed;93838;0.443395783
204;181;Directed;97966;0.4292821
342;598;Directed;93632;0.43774038
372;128;Directed;98342;0.44228561
617;400;Directed;95140;0.435304486
753;131;Directed;93460;0.444379309
681;626;Directed;93701;0.439949938
495;181;Directed;93501;0.442700999
475;697;Directed;95236;0.442269305
220;654;Directed;94584;0.436699142
605;462;Directed;96286;0.451187065
605;557;Directed;95105;0.44427609
313;801;Directed;93803;0.430349065
95;63;Directed;93737;0.449056916
482;194;Directed;94102;0.435157207
513;263;Directed;93663;0.426473682
431;617;Directed;93740;0.433614582
599;41;Directed;95593;0.444328542
12;527;Directed;93907;0.426583065
372;536;Directed;97075;0.452481187
728;617;Directed;95465;0.447917609
319;338;Directed;93376;0.430691225
638;323;Directed;94508;0.429141462
9;58;Directed;97377;0.417512719
99;8;Directed;95144;0.393920674
36;60;Directed;95240;0.397059633
36;133;Directed;94365;0.400549877
19;82;Directed;94769;0.395973054
161;63;Directed;93540;0.393113612
41;180;Directed;93315;0.409386221
177;32;Directed;93670;0.418890931
175;32;Directed;95002;0.394410563
32;175;Directed;94620;0.410265317
175;191;Directed;94888;0.415254416
63;199;Directed;96967;0.411180492
254;8;Directed;96087;0.396361994
36;254;Directed;95886;0.416758
96;6;Directed;93812;0.409394109
140;124;Directed;97527;0.411261104
277;184;Directed;94054;0.403028328
103;299;Directed;93684;0.401492711
318;34;Directed;94718;0.3914674
254;302;Directed;93226;0.408939905
41;32;Directed;93336;0.394895959
323;75;Directed;94394;0.411399536
314;48;Directed;94272;0.416565921
32;378;Directed;95485;0.417184049
372;97;Directed;95188;0.404566344
254;396;Directed;93842;0.401707796
74;379;Directed;97815;0.402675182
9;405;Directed;93515;0.390219424
214;396;Directed;94967;0.393828675
294;368;Directed;96997;0.397824686
372;407;Directed;96167;0.418483304
297;234;Directed;93690;0.392020421
429;32;Directed;93886;0.418986337
67;396;Directed;93481;0.409625554
282;34;Directed;94848;0.394360053
274;6;Directed;98559;0.400502339
372;482;Directed;98467;0.39085361
321;368;Directed;93582;0.391214632
32;429;Directed;93453;0.408192472
372;460;Directed;100107;0.395430254
542;548;Directed;95622;0.401386492
540;308;Directed;93463;0.391854188
32;8;Directed;93641;0.402884822
463;469;Directed;97056;0.409108675
598;542;Directed;93307;0.407478525
372;103;Directed;99345;0.407084677
103;598;Directed;94717;0.414244994
569;174;Directed;95747;0.38959923
609;607;Directed;94191;0.414391511
363;454;Directed;94022;0.408986939
350;626;Directed;93585;0.408993927
631;625;Directed;96903;0.401924148
277;103;Directed;93310;0.406071896
599;34;Directed;100344;0.396395119
422;389;Directed;95170;0.389207429
389;422;Directed;93220;0.403056031
219;321;Directed;95935;0.399959135
194;583;Directed;93258;0.397216726
574;652;Directed;93766;0.416115609
626;99;Directed;95558;0.392490186
673;254;Directed;96436;0.402883564
673;103;Directed;98380;0.406977116
525;103;Directed;93525;0.409278186
588;440;Directed;95547;0.403979463
282;456;Directed;95921;0.403087819
454;509;Directed;98316;0.408332909
199;536;Directed;95246;0.410034241
701;481;Directed;93160;0.418871356
686;72;Directed;96521;0.392459588
400;617;Directed;94111;0.40216675
224;400;Directed;94963;0.402910689
551;124;Directed;93319;0.4020656
396;400;Directed;97290;0.405855475
212;480;Directed;95585;0.417974057
400;598;Directed;94326;0.402060115
713;242;Directed;95592;0.410502543
712;103;Directed;96678;0.399611315
103;683;Directed;93804;0.400836395
307;317;Directed;94179;0.418539028
463;252;Directed;99579;0.392807356
638;263;Directed;93316;0.410594289
316;726;Directed;96023;0.416697439
398;465;Directed;96107;0.398865322
713;482;Directed;95644;0.409414169
161;162;Directed;93212;0.406588797
752;502;Directed;98043;0.412942186
48;758;Directed;95917;0.418600532
492;774;Directed;93615;0.394309678
161;617;Directed;99700;0.410182464
753;309;Directed;94516;0.394281455
728;788;Directed;93187;0.410659951
652;642;Directed;96172;0.407043253
289;598;Directed;95292;0.401272008
479;90;Directed;95164;0.398755227
758;728;Directed;95388;0.417131154
642;711;Directed;94290;0.392191175
590;626;Directed;93743;0.40038662
713;714;Directed;95430;0.410166664
713;462;Directed;93521;0.403453166
799;103;Directed;94018;0.412637166
400;474;Directed;95451;0.404359984
429;372;Directed;95652;0.415210242
514;617;Directed;94745;0.404947813
73;617;Directed;93535;0.413503133
9;753;Directed;95512;0.418909257
800;766;Directed;93374;0.416415941
640;323;Directed;93874;0.398922467
617;308;Directed;97442;0.410863912
272;617;Directed;97054;0.417415511
9;697;Directed;93734;0.403714947
296;823;Directed;93856;0.412824903
103;799;Directed;95333;0.396820237
29;823;Directed;94376;0.390343329
686;542;Directed;93890;0.416754026
400;286;Directed;97480;0.404902806
603;814;Directed;97820;0.397885188
573;297;Directed;93581;0.41782075
263;513;Directed;97648;0.41355964
679;308;Directed;94213;0.407637387
713;41;Directed;98546;0.404434279
102;97;Directed;95932;0.351053751
44;79;Directed;95937;0.352927715
44;90;Directed;95124;0.372789302
38;101;Directed;93534;0.369845893
124;135;Directed;97312;0.36471942
96;95;Directed;95327;0.351897625
41;185;Directed;94375;0.355607752
187;186;Directed;97996;0.366713766
101;184;Directed;94534;0.357695159
184;101;Directed;94405;0.362419515
44;214;Directed;95149;0.369511642
36;221;Directed;94708;0.353056929
220;214;Directed;94546;0.368551232
3;132;Directed;93201;0.371090839
44;88;Directed;94045;0.37547663
36;6;Directed;93392;0.35993094
9;135;Directed;93456;0.365091914
41;280;Directed;97218;0.35632493
176;248;Directed;99751;0.355010396
32;184;Directed;93795;0.350151026
128;51;Directed;98653;0.371581648
277;191;Directed;93306;0.369184843
212;211;Directed;95405;0.376694218
308;311;Directed;93711;0.373081613
302;254;Directed;93867;0.351386545
176;101;Directed;97323;0.375527628
332;308;Directed;94895;0.365163445
75;313;Directed;97272;0.351908877
63;74;Directed;93293;0.36557663
368;288;Directed;93569;0.360609224
212;75;Directed;93699;0.364534676
220;221;Directed;97812;0.379414171
248;375;Directed;96476;0.362132499
378;32;Directed;94428;0.374591924
393;191;Directed;101917;0.363887124
396;214;Directed;93639;0.358532115
344;403;Directed;93647;0.369237461
413;212;Directed;99218;0.373526198
131;393;Directed;93161;0.352161659
323;102;Directed;95072;0.376729127
372;368;Directed;96437;0.350801804
41;392;Directed;93338;0.370911007
62;266;Directed;94196;0.377795555
389;68;Directed;98511;0.360837115
297;372;Directed;93885;0.355603858
103;464;Directed;101562;0.372183622
398;74;Directed;93304;0.375366201
212;481;Directed;94514;0.359917684
277;481;Directed;93214;0.374835937
321;72;Directed;94151;0.378914472
277;172;Directed;93830;0.376182604
19;302;Directed;96837;0.369398471
321;365;Directed;94525;0.366333354
321;502;Directed;93912;0.351629001
62;502;Directed;94348;0.378947915
128;62;Directed;94098;0.354556344
321;437;Directed;94789;0.377714818
372;508;Directed;96346;0.369504167
27;184;Directed;97094;0.356678237
474;359;Directed;93384;0.36984191
62;481;Directed;95939;0.376107246
44;432;Directed;96778;0.369681901
482;389;Directed;97906;0.350586585
400;365;Directed;98891;0.354320168
422;536;Directed;93893;0.37107202
236;501;Directed;95819;0.356126571
36;119;Directed;94553;0.367357493
308;540;Directed;93776;0.352771748
509;236;Directed;98591;0.35271479
103;128;Directed;96085;0.369872341
549;325;Directed;97760;0.376847651
325;549;Directed;95897;0.354447367
561;51;Directed;96356;0.364447941
9;527;Directed;93958;0.37465072
289;538;Directed;94915;0.364117759
538;289;Directed;93620;0.352424979
128;571;Directed;97569;0.366623854
365;540;Directed;97879;0.373702378
289;449;Directed;96709;0.357715526
212;372;Directed;96892;0.35877491
212;305;Directed;96243;0.355336827
495;540;Directed;96249;0.370098225
583;325;Directed;94355;0.353789309
368;594;Directed;93553;0.352010961
41;90;Directed;99849;0.358431411
542;598;Directed;96412;0.353167751
289;149;Directed;94724;0.361970125
9;514;Directed;98612;0.37005831
555;590;Directed;95843;0.373062504
598;103;Directed;93510;0.351552384
621;593;Directed;97189;0.367565694
72;611;Directed;93757;0.361261877
388;212;Directed;97800;0.37082355
392;103;Directed;94968;0.377304236
392;321;Directed;95818;0.373870863
266;475;Directed;99654;0.366911091
475;214;Directed;93773;0.373700218
214;475;Directed;94153;0.379392489
212;289;Directed;95422;0.359642011
652;72;Directed;93346;0.370095074
638;48;Directed;93475;0.362318444
176;475;Directed;94648;0.359516652
254;673;Directed;93824;0.349913402
654;456;Directed;95571;0.355377276
12;658;Directed;96337;0.373930025
277;496;Directed;94359;0.370832516
638;640;Directed;99094;0.367565336
316;74;Directed;95889;0.367734282
440;588;Directed;96180;0.37442919
244;415;Directed;95971;0.377221617
646;673;Directed;93358;0.357166437
372;375;Directed;93151;0.369813184
598;252;Directed;93270;0.359553
36;129;Directed;101900;0.376088947
697;422;Directed;98002;0.378915228
274;201;Directed;94474;0.350341999
644;711;Directed;97026;0.374831656
74;617;Directed;94208;0.374079289
738;191;Directed;100614;0.371563577
726;316;Directed;94675;0.350965109
260;283;Directed;99250;0.375521026
713;102;Directed;96875;0.359458189
617;124;Directed;93549;0.354675353
758;48;Directed;94282;0.353065649
36;281;Directed;93625;0.365590277
539;536;Directed;93207;0.356027072
389;482;Directed;93353;0.374654891
642;774;Directed;94062;0.368719238
372;758;Directed;93190;0.360516461
95;592;Directed;93285;0.378163567
592;95;Directed;93584;0.364240815
728;758;Directed;98074;0.35139056
63;193;Directed;95882;0.353524831
713;252;Directed;96705;0.355204926
323;728;Directed;93708;0.375348237
711;642;Directed;97166;0.352045489
9;142;Directed;95657;0.370117273
48;721;Directed;94860;0.371543556
277;603;Directed;95006;0.370417307
689;626;Directed;93902;0.372839207
321;766;Directed;93259;0.35463409
625;534;Directed;94110;0.355904349
605;617;Directed;99231;0.37628791
586;504;Directed;93744;0.376008702
712;640;Directed;93971;0.355960062
640;712;Directed;94593;0.360619347
12;8;Directed;93933;0.371258336
814;603;Directed;97007;0.349843345
766;283;Directed;94982;0.361379672
823;29;Directed;93992;0.369426681
823;296;Directed;95260;0.371768145
596;57;Directed;94748;0.3767838
189;708;Directed;94920;0.3664414
681;32;Directed;95693;0.37336915
679;654;Directed;93840;0.356766085
605;29;Directed;95183;0.350030936
321;595;Directed;98225;0.370931963
194;482;Directed;93603;0.368887947
626;689;Directed;100380;0.37786329
851;679;Directed;93428;0.37437418
204;830;Directed;93650;0.374952628
63;547;Directed;93502;0.3695255
289;391;Directed;94039;0.349671414
212;678;Directed;93801;0.368214283
713;363;Directed;94048;0.377022019
189;712;Directed;96039;0.372402583
30;31;Directed;102894;0.314108011
67;8;Directed;94074;0.328684062
19;58;Directed;101863;0.319634897
36;105;Directed;100072;0.317202461
103;135;Directed;97000;0.306072224
145;48;Directed;93198;0.329787045
140;185;Directed;93230;0.328688355
189;144;Directed;94360;0.312812184
63;185;Directed;97113;0.301456588
131;30;Directed;93845;0.320572033
101;34;Directed;94361;0.329067552
103;66;Directed;99783;0.322495101
143;32;Directed;97900;0.319176114
95;168;Directed;98473;0.328962503
212;252;Directed;94466;0.327432891
36;222;Directed;100430;0.322502406
176;283;Directed;98904;0.326618408
204;221;Directed;96670;0.318933981
211;228;Directed;94245;0.319446246
36;211;Directed;93718;0.311950685
314;34;Directed;93633;0.303011303
44;99;Directed;99296;0.326195281
318;124;Directed;99222;0.319088214
63;155;Directed;100018;0.315437925
308;60;Directed;97072;0.322219059
281;254;Directed;94010;0.30208224
9;311;Directed;99727;0.314982935
103;311;Directed;93467;0.330703979
63;32;Directed;94753;0.316959871
308;263;Directed;99709;0.311025751
44;34;Directed;95270;0.328858188
350;6;Directed;99431;0.32558794
204;184;Directed;101545;0.306709536
44;308;Directed;93630;0.317505171
272;316;Directed;94802;0.315098976
97;349;Directed;95494;0.303269
307;281;Directed;93826;0.317223845
334;364;Directed;93389;0.313342097
307;254;Directed;95830;0.303190221
313;75;Directed;99503;0.330312187
36;75;Directed;93763;0.319071961
254;281;Directed;93660;0.3263016
32;63;Directed;100060;0.325367818
288;368;Directed;93786;0.314567459
144;283;Directed;104354;0.324618157
95;365;Directed;96128;0.316485129
386;387;Directed;101133;0.317993178
395;8;Directed;93651;0.311726002
308;373;Directed;95984;0.314767425
396;254;Directed;93973;0.302902311
32;58;Directed;95495;0.317176887
74;378;Directed;95191;0.306021218
396;191;Directed;94571;0.301297182
389;62;Directed;96641;0.301726009
103;393;Directed;95384;0.30668235
409;50;Directed;97044;0.308391762
378;325;Directed;97894;0.320754448
96;74;Directed;93536;0.316759795
249;8;Directed;94654;0.323685785
325;378;Directed;96145;0.320315643
145;281;Directed;95859;0.315697794
398;6;Directed;97321;0.325796053
263;311;Directed;101070;0.324410608
335;373;Directed;97758;0.312802448
36;413;Directed;99859;0.323577579
431;407;Directed;93589;0.324464741
409;191;Directed;95382;0.308041371
350;376;Directed;96467;0.326438928
236;191;Directed;98230;0.307472678
387;386;Directed;94327;0.309911345
400;445;Directed;95926;0.330877147
424;175;Directed;93646;0.309348151
447;6;Directed;96667;0.3081526
409;413;Directed;97334;0.317132548
396;124;Directed;95403;0.317298186
236;407;Directed;96352;0.315392877
41;463;Directed;97126;0.310274396
176;463;Directed;93989;0.316404369
398;463;Directed;94122;0.320280605
41;437;Directed;96716;0.302787056
103;134;Directed;93950;0.306372434
373;308;Directed;93435;0.303356336
321;212;Directed;93459;0.302885335
274;481;Directed;95355;0.329288029
277;482;Directed;95956;0.315452117
321;376;Directed;95132;0.306845496
460;372;Directed;95215;0.320764608
368;483;Directed;93332;0.330873878
400;454;Directed;94761;0.327151986
475;496;Directed;96759;0.316578709
497;405;Directed;94851;0.328183182
321;405;Directed;94448;0.324967411
