Source;Target;Type;Id;Weight
353;2;Directed;15312;0.99
1368;2;Directed;14330;0.99
11;9;Directed;14780;0.99
1807;68;Directed;19809;0.99
608;44;Directed;20128;0.99
97;4;Directed;12578;0.99
124;177;Directed;19707;0.99
104;35;Directed;13475;0.99
62;2;Directed;19453;0.99
104;94;Directed;18567;0.99
243;18;Directed;17769;0.99
2070;39;Directed;13840;0.99
14;9;Directed;11633;0.99
148;2;Directed;11168;0.99
244;30;Directed;16251;0.99
253;33;Directed;11043;0.99
3305;6;Directed;15207;0.99
7604;74;Directed;15989;0.99
463;111;Directed;20220;0.99
524;112;Directed;15120;0.99
2696;76;Directed;12507;0.99
3269;111;Directed;18045;0.99
2037;76;Directed;11582;0.99
430;1;Directed;12761;0.99
7536;62;Directed;14003;0.99
2046;76;Directed;16281;0.99
191;5;Directed;16801;0.99
18;74;Directed;11329;0.99
651;12;Directed;11762;0.99
2807;35;Directed;16606;0.99
262;72;Directed;10830;0.99
680;39;Directed;19014;0.99
60;2;Directed;18072;0.99
3134;1;Directed;19775;0.99
130;28;Directed;13024;0.99
1247;102;Directed;13833;0.99
7335;94;Directed;19405;0.99
1368;13;Directed;13441;0.99
7603;14;Directed;12751;0.99
244;80;Directed;16103;0.99
233;94;Directed;14255;0.99
7598;53;Directed;19634;0.99
34;11;Directed;12547;0.99
159;20;Directed;11116;0.99
42;270;Directed;13464;0.99
46;127;Directed;14189;0.99
2268;61;Directed;19643;0.99
1151;7;Directed;16331;0.99
11;13;Directed;17354;0.99
114;94;Directed;14742;0.99
76;240;Directed;14911;0.99
7604;147;Directed;12404;0.99
525;96;Directed;16968;0.99
68;61;Directed;18980;0.99
93;764;Directed;16360;0.989528127
11;93;Directed;16555;0.988996873
30;95;Directed;13702;0.988971621
7403;2;Directed;11573;0.98873289
118;765;Directed;12373;0.988486368
971;3;Directed;11314;0.988420552
181;21;Directed;19898;0.988335917
3060;13;Directed;15553;0.988090737
36;8;Directed;14898;0.987932034
248;5;Directed;14234;0.987464576
427;112;Directed;18141;0.987271247
86;94;Directed;13365;0.986915763
450;84;Directed;10589;0.986881963
11;5;Directed;12399;0.986158472
7604;8;Directed;11970;0.986083222
2905;143;Directed;13741;0.985768567
7420;59;Directed;18138;0.985539672
1024;14;Directed;10730;0.984998561
475;97;Directed;18164;0.984980596
118;36;Directed;13711;0.984561174
2006;2;Directed;15917;0.984334398
1990;102;Directed;17759;0.984329692
67;5;Directed;16538;0.984319415
815;12;Directed;11370;0.984247645
427;15;Directed;11088;0.983986375
7604;53;Directed;19878;0.983308934
42;2;Directed;13030;0.983023383
89;28;Directed;12859;0.982642813
25;21;Directed;13442;0.982470288
7336;3;Directed;16410;0.982313795
148;4;Directed;18841;0.98226115
36;7;Directed;18050;0.982211077
107;9;Directed;11007;0.982166395
30;345;Directed;19296;0.981680463
2995;55;Directed;12368;0.981301488
435;46;Directed;15711;0.981103084
1249;28;Directed;19603;0.980967106
39;108;Directed;16159;0.980555308
36;6;Directed;18749;0.980530174
381;4;Directed;15282;0.980198521
314;28;Directed;15272;0.980057848
1421;2;Directed;15918;0.979876393
461;88;Directed;15490;0.979755835
100;66;Directed;10677;0.979530415
56;27;Directed;14380;0.979439206
7604;101;Directed;18297;0.979047878
44;74;Directed;12881;0.978921774
2111;39;Directed;15059;0.97890331
254;89;Directed;13309;0.978774462
158;128;Directed;20968;0.978001164
20;2;Directed;15610;0.977710698
327;28;Directed;11058;0.977595887
3010;1;Directed;12566;0.97735056
754;27;Directed;18129;0.977282324
68;13;Directed;12623;0.976937743
48;7372;Directed;17462;0.97666446
24;1691;Directed;14824;0.976644444
3026;1;Directed;19884;0.976409895
80;38;Directed;18369;0.97591787
243;71;Directed;17756;0.975835838
59;34;Directed;12727;0.975206852
302;4;Directed;20444;0.975021106
2510;139;Directed;18690;0.97498492
7599;53;Directed;20254;0.974923256
11;31;Directed;18296;0.974749454
7536;11;Directed;18067;0.974643041
104;15;Directed;17922;0.974342592
2244;2;Directed;15499;0.974175424
1850;134;Directed;15241;0.97399668
870;20;Directed;17216;0.973950946
796;14;Directed;12173;0.973786212
26;279;Directed;14762;0.973564561
10;7552;Directed;16947;0.973500579
92;3;Directed;17383;0.972852953
66;2;Directed;11778;0.972301251
2685;76;Directed;13255;0.972261102
524;6;Directed;14207;0.972260893
479;4;Directed;14131;0.972003881
183;45;Directed;19306;0.971441925
34;19;Directed;18238;0.971332492
97;177;Directed;17645;0.971320119
107;513;Directed;14420;0.971245149
941;145;Directed;11673;0.971169232
57;294;Directed;12466;0.97108502
7517;20;Directed;15522;0.970916015
7503;82;Directed;12235;0.936917975
38;2;Directed;17273;0.935985839
7603;4;Directed;17160;0.93409562
40;4;Directed;17955;0.930765176
177;124;Directed;19703;0.930026089
26;29;Directed;16574;0.929242328
7603;20;Directed;11273;0.928571184
95;1;Directed;12130;0.927394525
753;56;Directed;17895;0.92716587
119;471;Directed;17557;0.92650204
57;160;Directed;18384;0.925604165
22;20;Directed;18281;0.924808579
51;2;Directed;20740;0.924269709
267;60;Directed;20595;0.920656115
56;6;Directed;14674;0.919416385
159;9;Directed;13322;0.919129603
976;12;Directed;14050;0.919098636
7335;145;Directed;16844;0.918745777
132;231;Directed;19215;0.918352434
500;8;Directed;13053;0.917868519
2;4;Directed;12068;0.917430095
798;52;Directed;17956;0.917237006
3015;46;Directed;12485;0.916721957
177;26;Directed;13579;0.915005792
7603;9;Directed;15644;0.911658603
95;188;Directed;12962;0.911082588
57;18;Directed;14238;0.909286366
312;2;Directed;18429;0.905522845
18;160;Directed;15866;0.904514446
124;32;Directed;19677;0.904425585
168;2;Directed;17795;0.903102311
20;9;Directed;18102;0.902493569
429;7;Directed;16869;0.900277209
124;228;Directed;20210;0.898180386
312;4;Directed;11572;0.89778067
314;37;Directed;15634;0.897067089
185;2;Directed;10918;0.896480161
7603;2;Directed;20863;0.896342174
14;63;Directed;10713;0.89606977
651;13;Directed;17718;0.895878867
42;5;Directed;17096;0.893263858
159;17;Directed;14556;0.893246144
429;31;Directed;12107;0.891619077
112;6;Directed;18039;0.889440298
7603;47;Directed;18051;0.889001761
124;73;Directed;12619;0.88599888
872;18;Directed;10956;0.884467608
113;134;Directed;13796;0.883785729
2336;15;Directed;16927;0.848082049
220;71;Directed;15747;0.8477255
1082;23;Directed;12872;0.84672701
690;147;Directed;11171;0.846183092
283;55;Directed;15849;0.845798431
47;22;Directed;12763;0.845206263
103;177;Directed;20364;0.844786461
40;2;Directed;11589;0.844436346
19;5;Directed;16631;0.844316108
7;34;Directed;14227;0.844008566
257;52;Directed;20465;0.843609391
250;2;Directed;16726;0.843366732
5;67;Directed;16541;0.842100513
38;80;Directed;18362;0.841723547
2379;36;Directed;16772;0.841652804
630;57;Directed;20010;0.839355
292;19;Directed;14845;0.839025697
10;2;Directed;16270;0.838811895
22;2;Directed;16465;0.837557685
9;2;Directed;16867;0.836913189
31;4;Directed;20467;0.836682133
20;188;Directed;13455;0.835840079
10;970;Directed;15111;0.835777864
91;2;Directed;12252;0.834159927
122;11;Directed;13349;0.833912609
1545;3;Directed;19208;0.833737996
9;14;Directed;11630;0.83336356
147;56;Directed;14554;0.833239854
20;31;Directed;12540;0.833101295
31;6;Directed;11436;0.833010618
131;4;Directed;10588;0.832838649
7390;8;Directed;11734;0.832794089
194;91;Directed;14878;0.832589848
159;47;Directed;15699;0.83244497
109;16;Directed;17509;0.831587832
177;8;Directed;12072;0.83145309
72;262;Directed;10826;0.831248324
37;16;Directed;18286;0.830662324
271;2;Directed;13731;0.829102484
188;54;Directed;20378;0.828773862
95;7;Directed;14426;0.828755838
26;93;Directed;14910;0.828635614
104;498;Directed;19275;0.828454223
14;518;Directed;12241;0.827750635
21;13;Directed;13368;0.827519727
2;20;Directed;15611;0.826876413
301;80;Directed;11432;0.826550179
32;26;Directed;14775;0.826294269
860;18;Directed;10905;0.825742732
271;40;Directed;13876;0.824238354
91;469;Directed;10857;0.824213915
9;977;Directed;13433;0.823217108
13;5;Directed;13617;0.822872075
54;469;Directed;14322;0.822579735
3035;61;Directed;14944;0.82248901
47;20;Directed;16605;0.822203107
113;358;Directed;14524;0.821463233
13;127;Directed;17471;0.820933768
234;54;Directed;14660;0.819288443
177;6;Directed;19787;0.818959733
53;5;Directed;15732;0.818668234
688;143;Directed;11104;0.818212117
91;54;Directed;10773;0.817436589
91;200;Directed;16475;0.817226246
234;91;Directed;15192;0.816743936
968;71;Directed;10831;0.815646806
40;9;Directed;19565;0.815643307
42;932;Directed;13667;0.815552651
9;176;Directed;20780;0.814823494
27;754;Directed;18124;0.814716002
390;110;Directed;18174;0.814586123
10;271;Directed;13589;0.814561617
7562;11;Directed;19880;0.814269715
54;7552;Directed;19590;0.814199695
354;2;Directed;14756;0.812333013
1047;80;Directed;19653;0.812141558
119;2;Directed;16184;0.811775251
3107;56;Directed;19466;0.811324147
662;119;Directed;12991;0.811278162
159;14;Directed;10930;0.811158461
37;20;Directed;12827;0.811046324
102;62;Directed;19667;0.810685403
47;66;Directed;15151;0.810441223
3;92;Directed;17380;0.810054775
235;119;Directed;16756;0.809884073
2;23;Directed;15863;0.809610563
9;145;Directed;15352;0.809584953
13;46;Directed;16601;0.80900135
899;63;Directed;16730;0.808713779
103;3;Directed;11705;0.808476838
5;8;Directed;13051;0.807002857
274;39;Directed;20500;0.806363149
84;54;Directed;15485;0.805459497
20;65;Directed;16051;0.80529094
113;188;Directed;14009;0.80494525
37;10;Directed;16604;0.804180217
113;2;Directed;14034;0.802878517
227;6;Directed;12552;0.801844558
3035;46;Directed;20791;0.801794724
158;82;Directed;16990;0.801424761
594;18;Directed;20633;0.800732026
349;71;Directed;11331;0.800680615
100;6;Directed;18820;0.800367334
7;36;Directed;18043;0.799645456
56;753;Directed;17896;0.799605707
1170;18;Directed;15306;0.799302505
54;200;Directed;15876;0.797337713
49;120;Directed;17334;0.797227974
271;119;Directed;18672;0.797023769
63;14;Directed;10717;0.796858329
185;55;Directed;18718;0.796664917
22;9;Directed;14075;0.796577815
5;3;Directed;14713;0.795956929
266;7;Directed;11482;0.795924272
18;91;Directed;12718;0.795133567
30;308;Directed;17545;0.794843864
3;6;Directed;15345;0.794299449
22;23;Directed;12581;0.794055883
143;55;Directed;19923;0.793944955
440;60;Directed;13832;0.793617284
71;243;Directed;17749;0.792836782
54;2;Directed;11096;0.792705369
1050;13;Directed;20972;0.792388868
22;14;Directed;18594;0.790689316
25;265;Directed;14527;0.790489689
284;25;Directed;15591;0.790265562
2;767;Directed;17141;0.790142772
49;19;Directed;12092;0.789854323
108;2;Directed;17544;0.789289142
7;370;Directed;17836;0.789195694
20;14;Directed;15460;0.788774801
394;41;Directed;11441;0.757094247
24;9;Directed;15350;0.756688404
34;59;Directed;12735;0.755965788
74;2;Directed;17252;0.754682713
2;250;Directed;16738;0.754205899
7335;15;Directed;19036;0.752187038
1292;108;Directed;14422;0.751800384
437;4;Directed;18620;0.751225336
5;248;Directed;14216;0.751033323
375;2;Directed;12684;0.750823518
373;89;Directed;16013;0.750689305
5;46;Directed;20241;0.749428378
433;5;Directed;14324;0.749223848
92;6;Directed;11702;0.747714329
7603;51;Directed;14932;0.746628104
124;68;Directed;14198;0.745905433
633;121;Directed;15690;0.745155812
336;63;Directed;15477;0.744897404
1042;20;Directed;13480;0.744699089
42;66;Directed;10771;0.74371414
177;43;Directed;20744;0.743412258
124;53;Directed;16049;0.743364278
177;32;Directed;12703;0.741712665
30;11;Directed;15043;0.740678505
266;41;Directed;12007;0.740077574
177;25;Directed;20048;0.739177518
23;469;Directed;20463;0.738898023
32;6;Directed;10726;0.737972835
7595;8;Directed;12760;0.736689324
449;109;Directed;19047;0.736597138
17;2;Directed;11351;0.736242349
37;4;Directed;11701;0.736207326
6;112;Directed;18075;0.736124915
19;335;Directed;18511;0.736038155
95;394;Directed;10961;0.734878354
67;9;Directed;18784;0.73309967
956;7;Directed;18576;0.732833719
613;44;Directed;11966;0.732247115
7603;60;Directed;12296;0.731561506
120;310;Directed;10860;0.731502751
20;159;Directed;11120;0.731050237
528;136;Directed;16294;0.730450807
646;88;Directed;14074;0.730313229
71;745;Directed;15421;0.730034139
131;48;Directed;11974;0.72966553
145;9;Directed;15340;0.729428259
271;54;Directed;14562;0.728531844
271;113;Directed;16448;0.72775345
6;1069;Directed;13278;0.726889238
177;2;Directed;15615;0.726152428
176;99;Directed;18026;0.726008561
5;13;Directed;13625;0.725231819
551;135;Directed;19944;0.725188127
7603;18;Directed;13597;0.724944304
7380;59;Directed;13390;0.724824591
23;2;Directed;15838;0.724739684
1052;13;Directed;11866;0.723039764
2;469;Directed;16283;0.722951551
2;271;Directed;13742;0.722559725
673;55;Directed;17996;0.722477385
377;1;Directed;20350;0.721504212
89;1;Directed;16984;0.719873823
47;2;Directed;14574;0.719452561
6;3;Directed;15342;0.718647277
124;520;Directed;18982;0.718377413
37;1019;Directed;10728;0.717963667
7;30;Directed;11425;0.717079486
102;103;Directed;17122;0.716632388
19;12;Directed;19437;0.716589884
809;6;Directed;17550;0.716426526
4;2;Directed;12062;0.716385928
207;3;Directed;15219;0.716128206
1306;18;Directed;15419;0.713848079
231;48;Directed;19833;0.713493886
123;7595;Directed;12604;0.713377259
888;1;Directed;20854;0.713259822
43;3;Directed;19110;0.712375738
159;22;Directed;18808;0.710716363
31;2;Directed;14283;0.710644353
2;471;Directed;14915;0.710637078
31;188;Directed;15837;0.709902599
93;49;Directed;12994;0.709804737
16;37;Directed;18291;0.709483671
638;7;Directed;13031;0.709243593
13;659;Directed;13022;0.707715207
163;5;Directed;15182;0.70727802
352;15;Directed;18290;0.705431559
1174;16;Directed;14631;0.704933522
120;73;Directed;14785;0.70492414
37;7552;Directed;15461;0.704204354
6;227;Directed;12555;0.704104985
7603;17;Directed;20158;0.704031108
1005;102;Directed;16539;0.70400196
207;19;Directed;13083;0.703807448
177;10;Directed;16043;0.703112097
1069;138;Directed;18470;0.702635623
124;162;Directed;13185;0.701788159
601;42;Directed;14623;0.701245813
110;390;Directed;18159;0.700721921
2;108;Directed;17573;0.70006988
152;37;Directed;14276;0.699385724
1;1028;Directed;14169;0.698788233
859;4;Directed;13759;0.698217933
74;18;Directed;11295;0.697899206
23;4;Directed;12383;0.697863523
52;177;Directed;20175;0.697844684
250;49;Directed;10590;0.666075399
129;717;Directed;10753;0.665857911
22;302;Directed;18110;0.664923953
31;5;Directed;18395;0.664389578
306;2;Directed;15290;0.664169581
326;39;Directed;18058;0.662626678
2;119;Directed;16223;0.662043287
5;6;Directed;11309;0.662010354
211;11;Directed;14260;0.661680444
7560;145;Directed;19159;0.661088699
37;297;Directed;13595;0.661035577
1398;4;Directed;15914;0.659992354
22;39;Directed;20673;0.659980299
6;32;Directed;10720;0.659748424
165;2;Directed;15016;0.659727127
62;102;Directed;19682;0.659717305
623;10;Directed;19086;0.659561924
287;3;Directed;11606;0.659081877
136;4;Directed;19532;0.658949314
43;5;Directed;17819;0.658865164
25;4;Directed;11026;0.65824681
1541;6;Directed;18832;0.65809875
203;7;Directed;11906;0.657609508
895;128;Directed;15955;0.657050327
5;53;Directed;15739;0.656483751
125;96;Directed;20496;0.656415205
401;31;Directed;11335;0.656182259
437;23;Directed;18250;0.655960279
19;6;Directed;13313;0.655733605
22;70;Directed;19287;0.655127115
383;50;Directed;14395;0.654593298
7380;3;Directed;19422;0.653786038
440;23;Directed;19421;0.653519854
20;15;Directed;13462;0.653340047
1193;144;Directed;11053;0.653297721
205;85;Directed;18584;0.653291296
4;7552;Directed;20812;0.653175583
4;168;Directed;15150;0.652838874
4;302;Directed;20470;0.652806404
130;10;Directed;17949;0.65221613
26;24;Directed;17612;0.651855008
49;93;Directed;12996;0.651595807
256;1;Directed;19053;0.65129089
129;159;Directed;12660;0.650323842
1057;6;Directed;12503;0.650208214
129;1097;Directed;14989;0.650053139
318;11;Directed;16300;0.649386562
124;30;Directed;17198;0.64840764
11;24;Directed;14104;0.648322086
16;311;Directed;19537;0.648145498
6;36;Directed;18730;0.648043296
333;3;Directed;12302;0.647405972
34;24;Directed;14731;0.647203467
14;796;Directed;12221;0.646313614
19;36;Directed;19416;0.645552449
161;1;Directed;16146;0.64503536
47;26;Directed;21001;0.644719703
64;15;Directed;10558;0.644699742
22;99;Directed;18908;0.64440752
267;27;Directed;16025;0.644257221
37;312;Directed;16735;0.643447452
394;6;Directed;12489;0.643186118
7595;53;Directed;12270;0.642639906
110;305;Directed;19163;0.642338345
7595;27;Directed;19221;0.642306917
67;51;Directed;18317;0.641655806
1518;8;Directed;16486;0.641635059
129;989;Directed;10780;0.641453892
288;82;Directed;10981;0.641358871
129;1092;Directed;10691;0.640932825
2;188;Directed;14320;0.640155633
7565;18;Directed;19157;0.639552296
205;21;Directed;11526;0.638706901
113;355;Directed;13434;0.638206922
229;12;Directed;12172;0.638067362
557;5;Directed;13951;0.635809809
152;113;Directed;14006;0.63404701
93;19;Directed;10524;0.633964981
16;199;Directed;15701;0.633690285
491;80;Directed;13298;0.63343776
348;107;Directed;19722;0.633161307
421;126;Directed;20904;0.632605533
144;372;Directed;15708;0.632553725
623;78;Directed;18729;0.631339722
24;63;Directed;17548;0.631077374
20;231;Directed;11519;0.630966093
754;3;Directed;10822;0.63074921
149;16;Directed;12063;0.630386429
1901;1;Directed;14564;0.630141954
3;123;Directed;14665;0.629901285
74;1017;Directed;14967;0.629814283
93;26;Directed;14861;0.628207641
49;5;Directed;11503;0.628037749
129;440;Directed;16879;0.627826952
17;159;Directed;14525;0.627334247
2;312;Directed;18416;0.627305332
26;17;Directed;16512;0.626038152
2;31;Directed;14291;0.625973207
142;43;Directed;19007;0.62594844
3;103;Directed;11724;0.6257628
30;19;Directed;19770;0.624382872
292;12;Directed;10799;0.624048993
101;781;Directed;19680;0.623737314
177;52;Directed;20178;0.623156177
11;6;Directed;20818;0.622303977
656;23;Directed;20828;0.621531215
128;158;Directed;21019;0.621355241
7596;16;Directed;17799;0.620987246
98;15;Directed;14725;0.6204409
75;16;Directed;19966;0.618869491
85;21;Directed;18343;0.618481871
336;59;Directed;10534;0.618430639
163;59;Directed;12512;0.618054389
7;956;Directed;18580;0.617982963
129;502;Directed;11885;0.617931164
875;55;Directed;18969;0.617551732
24;22;Directed;14753;0.616538619
9;22;Directed;14090;0.615243641
7;1151;Directed;16348;0.614851203
266;21;Directed;20170;0.614148938
396;8;Directed;19356;0.614021476
179;2;Directed;16469;0.613976787
24;14;Directed;17126;0.613351503
37;54;Directed;19609;0.613133232
129;167;Directed;13899;0.612920477
101;567;Directed;19935;0.612863545
7;429;Directed;16866;0.612815379
100;50;Directed;20783;0.612311104
17;20;Directed;19844;0.612150721
9;267;Directed;13382;0.611845943
31;7;Directed;14752;0.611135652
63;16;Directed;19692;0.610881058
2;185;Directed;10954;0.610782862
124;62;Directed;16185;0.610616258
207;111;Directed;11909;0.610232825
777;4;Directed;17985;0.609755435
24;32;Directed;18598;0.609431898
2;74;Directed;17250;0.608766619
19;207;Directed;13081;0.60798778
598;80;Directed;10977;0.607974207
3;207;Directed;15223;0.607650289
9;4;Directed;18284;0.606451539
15;98;Directed;14730;0.575182971
701;13;Directed;20557;0.575145412
37;1;Directed;19698;0.575019962
110;21;Directed;10620;0.574976868
7603;22;Directed;14192;0.574967483
826;12;Directed;13367;0.574881648
981;59;Directed;11892;0.574850615
112;177;Directed;20834;0.574840055
120;3;Directed;16737;0.574796499
44;45;Directed;15134;0.57460977
1130;18;Directed;20445;0.574593475
26;3;Directed;12004;0.574335514
88;24;Directed;16359;0.573988745
17;176;Directed;11934;0.573932197
7380;8;Directed;12424;0.573927574
4;91;Directed;16340;0.573907664
129;1079;Directed;12309;0.573840962
11;10;Directed;12631;0.5734796
13;1050;Directed;21005;0.573458135
247;12;Directed;18624;0.573380073
370;7;Directed;17803;0.573196023
172;30;Directed;14797;0.573180174
124;332;Directed;10540;0.573059572
13;884;Directed;12610;0.573055056
320;30;Directed;20917;0.573014782
5;191;Directed;16765;0.572860691
9;15;Directed;12321;0.572816036
53;5342;Directed;11660;0.572812039
353;119;Directed;17977;0.572675326
207;83;Directed;15050;0.572622218
7603;11;Directed;20466;0.572387053
129;44;Directed;15675;0.572318274
657;37;Directed;12347;0.572258375
38;14;Directed;10518;0.572174058
87;1;Directed;20850;0.57182657
208;59;Directed;14297;0.57165487
416;72;Directed;13979;0.571644123
7565;107;Directed;19212;0.571638707
129;236;Directed;14601;0.571381944
429;125;Directed;13544;0.571373132
2328;27;Directed;18658;0.571325461
82;288;Directed;10978;0.571091204
42;10;Directed;14319;0.570979892
947;38;Directed;11296;0.570813453
18;1;Directed;13934;0.570729554
1873;15;Directed;14087;0.570490348
233;15;Directed;15205;0.570315383
250;85;Directed;16143;0.570291171
24;19;Directed;19510;0.570280795
6;5;Directed;11306;0.570265779
197;9;Directed;17130;0.570179073
25;6;Directed;20297;0.570154852
152;38;Directed;12664;0.570039969
54;113;Directed;14323;0.569859421
129;998;Directed;11084;0.569751593
80;60;Directed;13729;0.56951553
412;11;Directed;11486;0.569496455
963;147;Directed;14019;0.569496408
35;15;Directed;18915;0.569489653
1836;8;Directed;17088;0.569192567
1428;109;Directed;20339;0.56896817
351;1;Directed;20855;0.568907643
1;11;Directed;19839;0.568828113
97;280;Directed;19469;0.568814986
392;14;Directed;19390;0.568750431
309;1;Directed;14190;0.568697414
86;15;Directed;14457;0.568666842
113;65;Directed;16669;0.568570621
566;54;Directed;14699;0.568563166
10;26;Directed;18617;0.568265532
24;124;Directed;14326;0.568225608
4;501;Directed;18583;0.568191672
18;1170;Directed;15296;0.568180493
346;38;Directed;16774;0.568134522
119;23;Directed;18235;0.56798011
391;7;Directed;14566;0.567813333
22;203;Directed;11489;0.567500817
176;14;Directed;13646;0.567486719
208;6;Directed;15889;0.567393877
8;521;Directed;20172;0.567291005
1326;25;Directed;18371;0.567013171
78;106;Directed;20133;0.567002279
600;8;Directed;16118;0.566971077
22;17;Directed;14203;0.566772023
815;3;Directed;12223;0.566075961
19;708;Directed;13525;0.565972254
11;12;Directed;13814;0.565770736
1801;46;Directed;16328;0.565740752
1558;3;Directed;19517;0.565458905
291;12;Directed;12129;0.565391192
2;17;Directed;11349;0.565258883
2357;81;Directed;16781;0.565254833
1351;37;Directed;11201;0.565191532
49;250;Directed;10596;0.565097863
145;90;Directed;16343;0.564920132
1377;144;Directed;20898;0.564831681
129;607;Directed;18452;0.564817607
18;872;Directed;10925;0.564811541
129;298;Directed;12195;0.56469756
1480;57;Directed;11154;0.564609027
361;14;Directed;18929;0.564597936
129;470;Directed;13990;0.564488775
3;170;Directed;16252;0.564480638
649;1;Directed;20311;0.564436475
100;5;Directed;14823;0.5640832
457;71;Directed;18445;0.563719793
144;7415;Directed;13786;0.563454975
3392;141;Directed;15112;0.563286992
129;504;Directed;20287;0.563267336
29;242;Directed;11561;0.563252409
242;2;Directed;12025;0.563117159
101;44;Directed;18660;0.562741941
11;7;Directed;16162;0.5627323
361;38;Directed;13001;0.562724656
7603;24;Directed;20586;0.562670374
1732;135;Directed;20517;0.562666333
14;11;Directed;20485;0.562527765
297;37;Directed;13592;0.562227149
44;546;Directed;13723;0.562065333
429;34;Directed;12616;0.561985009
47;9;Directed;17224;0.561895962
1178;7;Directed;17223;0.561679366
66;1242;Directed;13550;0.561675062
211;9;Directed;12537;0.561550542
1478;9;Directed;18119;0.561415024
462;55;Directed;18813;0.561333969
57;1;Directed;10637;0.561157894
49;596;Directed;18903;0.561156042
24;34;Directed;14726;0.561040346
262;3;Directed;12295;0.560980421
4;131;Directed;10579;0.56080038
567;16;Directed;14859;0.560707089
492;3;Directed;15523;0.560689223
161;10;Directed;13269;0.560632987
129;908;Directed;17255;0.560618891
193;9;Directed;15661;0.560554382
2227;1;Directed;13457;0.560514621
62;10;Directed;16964;0.560492002
51;67;Directed;18319;0.560475638
236;23;Directed;15062;0.560303361
6;41;Directed;13420;0.560225478
34;3;Directed;16385;0.560206215
545;3;Directed;19842;0.560028514
163;115;Directed;19269;0.560009756
334;54;Directed;19104;0.559891314
11;26;Directed;20513;0.559830123
642;31;Directed;20386;0.559821229
821;92;Directed;19651;0.559626469
20;489;Directed;12460;0.559553554
2;9;Directed;16859;0.559505423
137;39;Directed;12608;0.559419099
31;429;Directed;12103;0.559403257
129;194;Directed;17532;0.559361342
82;36;Directed;18099;0.559133316
80;1047;Directed;19630;0.559101533
589;9;Directed;12601;0.558940534
85;26;Directed;17374;0.558859583
109;2;Directed;19575;0.558835512
868;18;Directed;15872;0.558809097
1849;3;Directed;17438;0.55873191
80;268;Directed;16036;0.558658621
1583;1;Directed;14621;0.558642947
13;651;Directed;17752;0.558510774
357;90;Directed;14357;0.558489274
293;119;Directed;15492;0.558485313
138;84;Directed;16895;0.55836946
55;1319;Directed;15036;0.558314418
42;924;Directed;20374;0.558225348
562;4;Directed;18703;0.558164544
24;15;Directed;16951;0.557887556
1233;71;Directed;13624;0.557760499
1315;1;Directed;11916;0.557728043
