Source;Target;Type;Id;Weight
1541;25;Directed;121809;0.963632866
581;159;Directed;121828;0.970990676
2680;905;Directed;121838;0.950557553
2087;35;Directed;121899;0.960262023
721;64;Directed;121911;0.998040256
540;1386;Directed;121916;0.978481265
198;959;Directed;121956;0.978424364
2200;1620;Directed;121974;0.976556351
1657;1566;Directed;121989;0.986359224
2347;2313;Directed;121999;0.985725274
64;770;Directed;122042;0.975070261
51;451;Directed;122104;0.960259864
2726;35;Directed;122129;0.99816579
1084;1100;Directed;122192;0.977233971
1358;518;Directed;122208;0.951184842
687;908;Directed;122257;0.95274171
1528;25;Directed;122260;0.980967407
2680;2684;Directed;122343;0.972899117
650;651;Directed;122348;0.950042701
636;635;Directed;122359;0.964524422
1204;2125;Directed;122366;0.974389086
119;127;Directed;122370;0.996113571
198;534;Directed;122394;0.97093247
2670;2669;Directed;122403;0.968753993
1630;545;Directed;122404;0.978724891
2311;2167;Directed;122457;0.965050826
1201;1;Directed;122488;0.98058382
778;732;Directed;122539;0.965337906
540;475;Directed;122590;0.978020367
2342;2370;Directed;122600;0.976740731
2711;1;Directed;122614;0.975334291
132;1;Directed;122635;0.995169312
922;953;Directed;122718;0.955164205
2241;1121;Directed;122720;0.992641773
2014;1855;Directed;122841;0.99894012
1487;25;Directed;122853;0.966039517
905;1386;Directed;122854;0.969300529
3003;2733;Directed;122863;0.997711168
2631;2666;Directed;122865;0.992724341
2674;2672;Directed;122925;0.980174949
1690;1;Directed;122937;0.974907562
330;7;Directed;122946;0.99202676
1260;1261;Directed;122990;0.996723529
304;905;Directed;123025;0.998102991
1204;2028;Directed;123049;0.970243188
2631;2634;Directed;123091;0.981234393
911;832;Directed;123123;0.99465975
1385;882;Directed;123145;0.989294259
1201;25;Directed;123172;0.991909506
977;923;Directed;123222;0.957938746
200;623;Directed;123278;0.955415048
1207;882;Directed;123414;0.99030144
832;241;Directed;123435;0.978671932
1026;908;Directed;123441;0.979460318
2472;2067;Directed;123454;0.976975284
1095;908;Directed;123504;0.953150981
2672;2632;Directed;123520;0.995682465
2028;2214;Directed;123591;0.981721364
2631;2574;Directed;123602;0.989572022
2682;2683;Directed;123608;0.952437473
1267;921;Directed;123630;0.956992981
9;1;Directed;123639;0.994693595
2672;2628;Directed;123695;0.959601342
1109;923;Directed;123783;0.967221263
540;626;Directed;123858;0.95758347
2549;2567;Directed;123916;0.958405604
2451;1396;Directed;123923;0.9798202
61;109;Directed;123952;0.976772463
2699;2674;Directed;123955;0.970376519
353;1;Directed;124038;0.98123761
353;134;Directed;124075;0.959327721
775;1669;Directed;124076;0.951477036
769;847;Directed;124114;0.998546683
935;7;Directed;124145;0.986928664
2720;2700;Directed;124163;0.992864802
88;1501;Directed;124193;0.971421646
2592;2574;Directed;124194;0.957356773
304;2198;Directed;124205;0.950462465
1543;2684;Directed;124219;0.974041009
1662;1701;Directed;124231;0.963848306
10;25;Directed;124245;0.972985727
882;178;Directed;124247;0.984401508
1620;722;Directed;124298;0.998562216
2940;25;Directed;124306;0.98931054
1092;908;Directed;124307;0.964793565
988;2305;Directed;124322;0.988143053
1763;1744;Directed;124323;0.96722639
1585;25;Directed;124362;0.975454239
1648;1566;Directed;124385;0.974806892
2174;25;Directed;124416;0.97913091
1860;1;Directed;124421;0.963744738
1014;777;Directed;124538;0.995753898
2678;2671;Directed;124582;0.95000684
576;104;Directed;124583;0.980093629
1381;1368;Directed;124586;0.978102178
283;7;Directed;124611;0.984984766
486;1;Directed;124612;0.958783154
2632;2629;Directed;124630;0.982504079
2631;2571;Directed;124641;0.974379093
1984;1;Directed;124833;0.983895115
1568;1663;Directed;124834;0.963479125
1013;1092;Directed;124929;0.973165771
2632;2631;Directed;124939;0.987119504
2240;2080;Directed;124990;0.971451359
425;1;Directed;125070;0.984684848
922;606;Directed;125183;0.994313336
2311;1201;Directed;125263;0.997272586
2683;2685;Directed;125310;0.964605565
780;814;Directed;125389;0.97657831
786;25;Directed;125472;0.971209735
1092;492;Directed;125545;0.971706364
2758;242;Directed;125730;0.999185946
823;1;Directed;125748;0.954582044
905;57;Directed;125844;0.972920434
2720;2721;Directed;125850;0.965421514
2344;25;Directed;125909;0.955987387
2918;1953;Directed;125912;0.957447412
484;593;Directed;126007;0.971059508
1217;1669;Directed;126008;0.971834597
1095;1092;Directed;126010;0.965883205
520;484;Directed;126027;0.990407716
1260;1166;Directed;126060;0.994374447
2628;2548;Directed;126074;0.984846086
2026;1957;Directed;126094;0.970595005
1352;1;Directed;126157;0.97183837
484;304;Directed;126197;0.970943337
1366;1;Directed;126236;0.989164357
760;1076;Directed;126247;0.950899325
2628;1810;Directed;126261;0.969701491
1384;635;Directed;126349;0.990467812
691;523;Directed;126389;0.960148154
468;566;Directed;126413;0.951237949
2680;2683;Directed;126442;0.967755584
425;1201;Directed;126458;0.998039583
977;610;Directed;126601;0.97288163
492;908;Directed;126632;0.951846057
2738;2676;Directed;126717;0.974655732
882;7;Directed;126735;0.975599594
3010;1953;Directed;126776;0.958347306
2523;25;Directed;126816;0.973543988
1065;1119;Directed;126840;0.979848074
1204;1899;Directed;126881;0.996917821
64;1094;Directed;126893;0.973693053
1689;25;Directed;126918;0.976509244
2659;2658;Directed;126950;0.975438324
1690;25;Directed;126977;0.977670208
2682;2176;Directed;127052;0.975871681
1383;1566;Directed;127061;0.953794493
533;1068;Directed;127095;0.972689374
270;1174;Directed;127141;0.996690983
2720;2574;Directed;127177;0.999454849
832;25;Directed;127178;0.970552192
571;570;Directed;127227;0.971280798
2684;905;Directed;127357;0.965133358
113;1340;Directed;127366;0.972258249
588;587;Directed;127375;0.951315617
1260;1037;Directed;127399;0.952573595
1023;923;Directed;127465;0.95868966
911;1326;Directed;127471;0.970358611
1631;1290;Directed;127500;0.993407678
1759;1591;Directed;127576;0.964723168
1620;1386;Directed;127638;0.951324799
283;284;Directed;127678;0.97741069
1268;1094;Directed;127711;0.955767597
747;732;Directed;127745;0.996205915
2628;1543;Directed;127854;0.973033008
540;1;Directed;127954;0.996357201
1615;2080;Directed;127994;0.973291996
2682;1543;Directed;128093;0.973902785
304;25;Directed;128187;0.979697291
111;499;Directed;128269;0.961469159
905;1953;Directed;128288;0.969404562
304;1899;Directed;128312;0.990444515
2516;2543;Directed;118417;0.930606971
899;1643;Directed;118427;0.962116026
2678;2672;Directed;118874;0.971647425
1383;1386;Directed;119575;0.941060157
1027;832;Directed;119663;0.959126074
418;489;Directed;119668;0.982374393
1217;775;Directed;119981;0.961096839
2670;2633;Directed;120148;0.94486847
19;7;Directed;120313;0.990026151
41;7;Directed;120366;0.988958218
1566;215;Directed;120581;0.94938789
1217;1437;Directed;120789;0.983917611
1;17;Directed;120859;0.971340914
1383;1;Directed;120879;0.930516673
2040;1690;Directed;120902;0.939745935
88;101;Directed;120917;0.96587073
1656;1;Directed;120928;0.985929995
2637;2635;Directed;121227;0.931371829
1585;1;Directed;121860;0.963780903
2672;2067;Directed;121895;0.985242501
19;1;Directed;121937;0.943748718
1;7;Directed;122344;0.931754294
1396;1201;Directed;122885;0.966710085
2567;2568;Directed;123062;0.966759611
2670;2671;Directed;123065;0.983675661
1383;7;Directed;123198;0.983080088
1771;1860;Directed;123244;0.970575253
1383;425;Directed;123361;0.973544571
425;1317;Directed;123525;0.979118817
21;8;Directed;123557;0.975908165
2585;2622;Directed;124110;0.95596377
847;769;Directed;124115;0.93690985
2569;2568;Directed;125050;0.971799987
1201;1386;Directed;125106;0.959534531
775;1437;Directed;125399;0.973121252
242;2758;Directed;125732;0.956861622
2657;2672;Directed;125814;0.955793048
2670;2672;Directed;126232;0.95610298
2686;2771;Directed;126271;0.981740676
678;717;Directed;126286;0.93368377
2566;2568;Directed;126584;0.955779436
1257;4;Directed;126904;0.938345822
2622;2623;Directed;126973;0.981531224
1383;1316;Directed;127392;0.964066486
1383;1201;Directed;127449;0.940213499
2675;2633;Directed;127619;0.984931532
425;1386;Directed;127702;0.937235755
1094;1268;Directed;127710;0.988843886
1543;2682;Directed;128100;0.952045765
39;245;Directed;118390;0.914686588
198;2;Directed;118731;0.894224293
1386;1846;Directed;118742;0.892081434
997;1217;Directed;118929;0.89534808
1779;1787;Directed;118945;0.929375466
1;2;Directed;118971;0.922198327
1839;1840;Directed;119004;0.945280978
1201;537;Directed;119013;0.894850232
2;245;Directed;119080;0.940083449
249;241;Directed;119102;0.906730498
1386;1;Directed;119140;0.892771626
1396;1316;Directed;119222;0.904651703
4;202;Directed;119259;0.905462151
2230;2118;Directed;119419;0.888493235
1566;1769;Directed;119667;0.905020381
1316;425;Directed;119757;0.895974395
167;39;Directed;119916;0.927730932
708;1363;Directed;119959;0.902443352
33;1;Directed;120005;0.925545457
10;41;Directed;120102;0.888085599
2;3;Directed;120223;0.902256773
1529;905;Directed;120240;0.932124154
2132;1624;Directed;120373;0.909719981
1074;733;Directed;120387;0.90961933
1386;1566;Directed;120532;0.895321248
215;1566;Directed;120584;0.943253115
801;1185;Directed;120609;0.911712903
21;1;Directed;120651;0.937076393
241;1;Directed;120659;0.910895482
1024;832;Directed;120892;0.923247464
1316;1366;Directed;120921;0.911699828
1719;2158;Directed;120969;0.889886431
2585;2623;Directed;121122;0.943858141
2540;2548;Directed;121273;0.908094321
732;2176;Directed;121355;0.891916181
425;1566;Directed;121496;0.922929163
2;223;Directed;121528;0.899970596
1396;60;Directed;121533;0.93066038
1615;1948;Directed;121627;0.913228936
1774;1752;Directed;121694;0.922803321
1;6;Directed;121734;0.924929079
167;245;Directed;121755;0.890784788
39;223;Directed;121920;0.942832751
1;41;Directed;122017;0.926844551
1201;1316;Directed;122122;0.921306137
39;415;Directed;122203;0.888126617
1478;2040;Directed;122235;0.907568964
57;7;Directed;122435;0.937409511
2070;1948;Directed;122484;0.888419997
1;1201;Directed;122489;0.904115566
1566;1201;Directed;122528;0.915865369
2657;2670;Directed;122716;0.914631259
21;93;Directed;122904;0.919479341
823;2070;Directed;123189;0.901100704
4;13;Directed;123235;0.922633951
768;1196;Directed;123285;0.945423295
1701;1860;Directed;123333;0.936392127
2680;2485;Directed;123335;0.918301095
415;1492;Directed;123398;0.943436102
167;2;Directed;123418;0.896799077
39;1;Directed;123526;0.916194529
13;1;Directed;123527;0.937965597
353;1046;Directed;123786;0.94486389
465;882;Directed;123839;0.907258608
2;1363;Directed;123946;0.894849386
824;623;Directed;124068;0.916889011
13;10;Directed;124155;0.901014952
950;678;Directed;124508;0.902504767
397;278;Directed;124788;0.941406796
144;202;Directed;124837;0.94491653
2567;2566;Directed;124884;0.890294797
1201;4;Directed;124934;0.887212144
167;223;Directed;124975;0.932303199
113;7;Directed;125038;0.891613862
1386;135;Directed;125231;0.925942333
1;197;Directed;125437;0.922388317
340;1690;Directed;125586;0.901288122
2603;2585;Directed;125638;0.931544759
1899;1473;Directed;125673;0.935714173
13;16;Directed;125737;0.932908958
1556;465;Directed;126093;0.910865583
2125;2438;Directed;126107;0.936113249
41;1386;Directed;126255;0.908760686
21;490;Directed;126341;0.941125678
1700;1708;Directed;126376;0.929186711
775;1354;Directed;126406;0.934993387
178;1;Directed;126487;0.924852499
61;20;Directed;126498;0.929332228
21;10;Directed;126582;0.898582532
80;81;Directed;126591;0.944951469
628;605;Directed;126680;0.93113071
39;2;Directed;126700;0.910076462
71;1;Directed;126749;0.889927543
1201;1363;Directed;126754;0.894853204
1656;1185;Directed;126758;0.891907224
2665;1948;Directed;126848;0.897224341
1899;1204;Directed;126886;0.903461745
2;62;Directed;126917;0.894432965
10;1;Directed;126958;0.921484701
1396;1386;Directed;127364;0.904943808
1;60;Directed;127459;0.924480809
279;60;Directed;127941;0.896638101
2125;2349;Directed;127998;0.902677926
753;840;Directed;128135;0.931956342
2427;2118;Directed;128136;0.907968095
988;2313;Directed;128232;0.886672987
57;1;Directed;118332;0.887267552
2367;2067;Directed;118977;0.863157605
1774;36;Directed;118998;0.840195326
4;3;Directed;119127;0.879621915
202;4;Directed;119223;0.893437524
1819;2198;Directed;119364;0.878801861
468;1268;Directed;119520;0.879274351
1383;1217;Directed;119524;0.884403939
779;144;Directed;119721;0.881087965
963;7;Directed;119879;0.878949526
1;33;Directed;120008;0.85867718
732;749;Directed;120160;0.889911537
1201;2436;Directed;120266;0.863989238
60;223;Directed;120269;0.863727293
2056;1499;Directed;120309;0.887384591
1860;2028;Directed;120360;0.877033651
1383;1846;Directed;120516;0.880540498
668;266;Directed;120565;0.847311377
4;1246;Directed;120579;0.889472574
468;113;Directed;120943;0.893215314
1383;1585;Directed;121129;0.892365661
1383;1317;Directed;121286;0.869556947
2028;2538;Directed;121503;0.874722892
4;7;Directed;121568;0.877471778
2118;2128;Directed;121837;0.86096934
178;1647;Directed;121965;0.846529112
832;894;Directed;122234;0.838033334
268;62;Directed;122315;0.891216665
7;1;Directed;122337;0.887593916
705;104;Directed;122693;0.892407604
425;1396;Directed;122920;0.848212059
4;62;Directed;122963;0.895810559
1;8;Directed;123050;0.867859787
2028;1204;Directed;123054;0.867914152
492;35;Directed;123085;0.873168498
2291;2198;Directed;123237;0.871533714
10;3;Directed;123262;0.858451894
60;7;Directed;123334;0.88689453
10;2;Directed;123809;0.852657523
35;1781;Directed;124103;0.894776905
2335;1217;Directed;124184;0.864307834
21;3;Directed;124565;0.845314318
591;2142;Directed;124626;0.854387416
1911;1810;Directed;124726;0.841523242
934;832;Directed;124988;0.869975803
2492;2028;Directed;125001;0.886066148
2568;2569;Directed;125027;0.848545537
2516;2544;Directed;125064;0.891804452
2028;1;Directed;125077;0.889114915
1846;29;Directed;125184;0.873575191
353;1366;Directed;125212;0.856640724
1;223;Directed;125246;0.863751725
135;1386;Directed;125265;0.861515902
2491;2028;Directed;125276;0.849157703
1317;1;Directed;125882;0.868103844
10;6;Directed;125982;0.857473415
2083;1810;Directed;126068;0.838648906
1201;425;Directed;126424;0.841593635
1;178;Directed;126470;0.872607902
23;1;Directed;126613;0.878425308
1316;1;Directed;126655;0.881129068
259;2455;Directed;126853;0.8699409
149;4;Directed;126913;0.845549825
1;10;Directed;126962;0.842720264
1555;1386;Directed;127259;0.896996324
2601;2585;Directed;127339;0.893116247
2658;2160;Directed;127358;0.894263167
60;1;Directed;127484;0.847540775
243;7;Directed;127485;0.880464931
446;1670;Directed;127676;0.8474539
1073;209;Directed;127753;0.885941565
2028;2033;Directed;127763;0.867603541
318;62;Directed;127842;0.876608003
1383;1690;Directed;128033;0.857406278
2028;2784;Directed;128108;0.841463195
2725;2018;Directed;128184;0.889581689
2388;2291;Directed;128301;0.855757748
1;57;Directed;118327;0.820308453
1815;905;Directed;118418;0.819241306
1386;2040;Directed;118643;0.7966978
1100;1008;Directed;118693;0.791802335
2670;2673;Directed;118976;0.790242898
1967;25;Directed;118988;0.813351287
535;753;Directed;119173;0.807692943
535;447;Directed;119369;0.798658503
1;3;Directed;119571;0.816909354
1487;905;Directed;119651;0.807729385
1;1363;Directed;119741;0.829567631
4;2;Directed;119748;0.79751001
2549;2566;Directed;119794;0.808572125
13;2214;Directed;119902;0.785131294
257;376;Directed;120049;0.802959226
7;17;Directed;120058;0.809897388
54;7;Directed;120338;0.799988007
2540;2549;Directed;120339;0.820394403
2028;1860;Directed;120364;0.804387431
2144;1885;Directed;120534;0.807820995
193;7;Directed;120617;0.821909376
1;21;Directed;120657;0.832579602
257;273;Directed;120823;0.788866099
1939;1620;Directed;120849;0.824542565
7;3;Directed;120937;0.822418327
1;1656;Directed;120966;0.828174693
1316;1334;Directed;121018;0.825587684
2243;1591;Directed;121085;0.829624295
906;202;Directed;121113;0.835226567
257;340;Directed;121183;0.816968906
2028;2409;Directed;121338;0.784652155
2176;732;Directed;121361;0.83803235
1171;1056;Directed;121433;0.79846568
2387;1846;Directed;121437;0.839659831
7;1098;Directed;121479;0.784135257
523;654;Directed;121491;0.821178688
2543;2540;Directed;121539;0.803115245
228;57;Directed;121597;0.823539651
257;372;Directed;121616;0.797065826
1;19;Directed;121960;0.7956495
1566;1657;Directed;121977;0.803406384
1201;1352;Directed;122084;0.793738862
1139;1142;Directed;122105;0.825988845
1543;1217;Directed;122157;0.80186721
2217;1383;Directed;122280;0.787465624
6;384;Directed;122292;0.826606829
2669;2670;Directed;122414;0.832766611
2396;2125;Directed;122545;0.786812521
838;931;Directed;123390;0.793728095
1317;425;Directed;123563;0.814906113
243;60;Directed;123624;0.81693685
80;165;Directed;123752;0.798440502
340;60;Directed;123761;0.833659164
1396;29;Directed;123872;0.817260766
1201;1268;Directed;124053;0.794003819
1864;1185;Directed;124159;0.838321083
1713;1001;Directed;124212;0.783032379
257;105;Directed;124363;0.829070976
257;420;Directed;124491;0.789417515
149;6;Directed;124534;0.811822758
418;17;Directed;124737;0.78760572
4;19;Directed;124856;0.828798858
2040;2625;Directed;125155;0.828342492
937;1044;Directed;125274;0.840093416
1562;35;Directed;125333;0.801891166
21;308;Directed;125417;0.814228987
215;202;Directed;125479;0.79097938
687;13;Directed;125721;0.786284962
1396;882;Directed;125886;0.840927697
2124;1;Directed;125989;0.817829213
1899;7;Directed;126171;0.808509192
1317;1201;Directed;126316;0.805496758
592;202;Directed;126335;0.833653097
257;425;Directed;126358;0.800682345
2796;2028;Directed;126405;0.808590658
202;256;Directed;126474;0.795496578
1555;1585;Directed;126585;0.801450492
1;23;Directed;126620;0.837381995
241;340;Directed;126795;0.803923593
579;7;Directed;126846;0.782932931
2067;1675;Directed;126882;0.782521192
60;242;Directed;126919;0.836614176
202;235;Directed;126935;0.837783775
257;268;Directed;126960;0.82585754
23;1218;Directed;127126;0.809406453
7;62;Directed;127240;0.792768727
1143;1140;Directed;127307;0.819125178
1386;1396;Directed;127369;0.808195795
13;1044;Directed;127389;0.808198446
1774;1843;Directed;127644;0.788236293
4;45;Directed;127649;0.823412219
2142;2124;Directed;128001;0.839568394
363;523;Directed;128044;0.798971903
2397;7;Directed;128069;0.797238262
2030;2296;Directed;118247;0.721243293
1236;570;Directed;118250;0.717869868
394;214;Directed;118252;0.775781764
325;104;Directed;118345;0.719594117
104;64;Directed;118350;0.774166876
257;228;Directed;118376;0.732561197
2118;1615;Directed;118381;0.735981252
149;167;Directed;118437;0.741740301
1878;1846;Directed;118449;0.738705757
892;7;Directed;118461;0.733426707
1898;35;Directed;118468;0.76655725
295;832;Directed;118472;0.743851494
104;1396;Directed;118476;0.728707499
1650;1615;Directed;118478;0.729122347
1592;775;Directed;118501;0.74137847
120;7;Directed;118519;0.739403009
2332;2067;Directed;118544;0.728067811
2173;2370;Directed;118547;0.744539266
1595;1566;Directed;118551;0.771979012
13;2198;Directed;118577;0.757880733
832;1060;Directed;118582;0.721995927
809;732;Directed;118593;0.717978982
1905;2119;Directed;118625;0.757902127
2040;1386;Directed;118640;0.759781154
1566;1316;Directed;118652;0.752713746
716;573;Directed;118658;0.722310058
1860;1899;Directed;118727;0.769807067
1;143;Directed;118730;0.761923223
2;198;Directed;118756;0.743936227
1257;1282;Directed;118773;0.717541525
2420;2484;Directed;118777;0.765545718
251;1;Directed;118807;0.735609803
1058;484;Directed;118829;0.76208666
2064;1690;Directed;118857;0.766543502
1185;1932;Directed;118867;0.731246437
1448;1383;Directed;118907;0.755673612
2028;1802;Directed;118919;0.720900562
1317;6;Directed;118936;0.7599954
394;494;Directed;118938;0.76101348
2028;1953;Directed;118943;0.74602877
1201;2167;Directed;118986;0.719121805
770;273;Directed;118992;0.720459048
1840;1839;Directed;119025;0.74963143
283;295;Directed;119032;0.775727241
2516;2522;Directed;119040;0.759430695
641;598;Directed;119076;0.74458123
1;1386;Directed;119112;0.765751179
257;234;Directed;119148;0.745592823
2654;35;Directed;119149;0.753775677
2993;2642;Directed;119151;0.744629855
2034;2214;Directed;119156;0.749042224
1478;1846;Directed;119209;0.744298938
2090;2076;Directed;119211;0.774419044
1318;827;Directed;119282;0.761897751
1612;1386;Directed;119284;0.773266649
2085;1543;Directed;119300;0.739149527
1026;962;Directed;119302;0.765086042
257;240;Directed;119304;0.743563475
1556;1543;Directed;119321;0.751513085
2640;2636;Directed;119370;0.761180404
923;908;Directed;119374;0.767263712
446;1;Directed;119394;0.732903359
1217;2192;Directed;119399;0.724426833
941;23;Directed;119430;0.72058288
1158;673;Directed;119440;0.761987745
257;266;Directed;119446;0.724115985
2399;1899;Directed;119480;0.771366194
257;337;Directed;119487;0.749421011
23;1220;Directed;119508;0.775895178
2013;1217;Directed;119523;0.751510921
1201;1366;Directed;119599;0.726719967
1539;1615;Directed;119601;0.773324212
257;413;Directed;119605;0.774740781
492;4;Directed;119619;0.750024188
184;1725;Directed;119647;0.768554993
498;2118;Directed;119681;0.751165163
963;708;Directed;119702;0.756941457
353;730;Directed;119743;0.760053449
2;4;Directed;119745;0.734189078
2505;2514;Directed;119750;0.741726465
1040;1005;Directed;119807;0.738110648
1201;35;Directed;119813;0.717287927
1792;775;Directed;119818;0.76927602
1612;1566;Directed;119846;0.719317852
937;1675;Directed;119848;0.724035543
2028;2812;Directed;119854;0.726210236
894;922;Directed;119863;0.776046486
1566;2040;Directed;119867;0.753570822
729;780;Directed;119884;0.743802391
184;535;Directed;119898;0.77182003
257;254;Directed;119906;0.775926045
57;64;Directed;119943;0.77279282
1769;1845;Directed;119951;0.740273318
295;902;Directed;119964;0.762573485
1317;1846;Directed;119978;0.73014922
2472;1544;Directed;119983;0.74526747
2303;2173;Directed;120022;0.749572692
1383;2258;Directed;120055;0.763702614
635;882;Directed;120056;0.758788788
2569;2570;Directed;120062;0.767351918
1844;1876;Directed;120107;0.77115417
2665;1615;Directed;120157;0.76392443
1201;1243;Directed;120158;0.736823054
202;7;Directed;120197;0.744426643
7;215;Directed;120199;0.723070452
6;7;Directed;120215;0.739124104
2125;2097;Directed;120222;0.776725744
219;64;Directed;120246;0.746615461
835;760;Directed;120247;0.75222217
1810;135;Directed;120267;0.728131207
295;985;Directed;120271;0.718494215
7;19;Directed;120283;0.73069943
1386;1690;Directed;120302;0.755453955
1499;2056;Directed;120305;0.747171222
7;54;Directed;120336;0.766024581
889;760;Directed;120353;0.771993775
7;41;Directed;120383;0.732346531
7;132;Directed;120421;0.721606507
2044;2125;Directed;120460;0.766522031
2171;2157;Directed;120536;0.776287811
2700;2703;Directed;120570;0.728180178
1143;1145;Directed;120613;0.758000413
257;104;Directed;120642;0.772432184
1896;523;Directed;120668;0.745300219
1386;1769;Directed;120691;0.764768656
432;274;Directed;120700;0.755102515
1478;905;Directed;120719;0.742134909
2344;2198;Directed;120721;0.754557982
1543;1860;Directed;120757;0.752103264
1771;1744;Directed;120774;0.720627992
398;346;Directed;120818;0.739985498
2035;1778;Directed;120841;0.76283654
2635;1953;Directed;120864;0.749049548
257;264;Directed;120875;0.765437749
1690;2040;Directed;120910;0.776256189
2;6;Directed;120934;0.734029783
1529;1413;Directed;120956;0.770195705
700;553;Directed;120958;0.733963743
202;60;Directed;120999;0.754013337
155;7;Directed;121005;0.767188639
104;296;Directed;121013;0.720102446
2034;2028;Directed;121041;0.753976596
1591;2243;Directed;121079;0.726385695
257;400;Directed;121107;0.757203098
2642;1752;Directed;121116;0.755849451
2028;2198;Directed;121132;0.751835681
45;62;Directed;121146;0.742733008
257;246;Directed;121169;0.766011927
198;230;Directed;121230;0.746181185
1744;1556;Directed;121236;0.739417681
1612;1317;Directed;121280;0.773655748
1846;1566;Directed;121294;0.759492829
384;51;Directed;121314;0.722551173
897;535;Directed;121343;0.732450116
251;60;Directed;121377;0.743160786
104;1464;Directed;121378;0.776402795
2495;2125;Directed;121381;0.730744752
1725;1383;Directed;121412;0.743113127
401;2;Directed;121427;0.751443726
1846;2387;Directed;121449;0.737462357
1948;1690;Directed;121467;0.746969856
1185;1839;Directed;121495;0.766803759
2702;2700;Directed;121514;0.738266829
824;480;Directed;121523;0.768947286
1618;1566;Directed;121524;0.75781867
2299;2113;Directed;121563;0.765529835
1396;869;Directed;121577;0.767677399
1204;2131;Directed;121584;0.757443269
533;142;Directed;121594;0.721872702
372;257;Directed;121621;0.774424736
1515;35;Directed;121641;0.733468563
1846;1690;Directed;121644;0.764519058
21;7;Directed;121665;0.772299693
257;60;Directed;121680;0.733217243
